src,same_file,jaccard_val,dst
3778,0,-1,3
169,0,-1,1470
5425,0,0.0,1344
4748,0,-1,3594
5085,0,0.0,3020
3492,0,-1,2034
3697,0,-1,4976
1281,0,-1,1668
1448,0,-1,1775
4747,0,-1,3588
2178,0,0.0,5045
2548,0,0.0,620
1459,0,-1,213
696,0,-1,506
275,0,-1,4928
4379,0,-1,735
3272,0,-1,4934
2410,0,-1,721
1847,0,0.0,5062
1727,0,-1,4928
1157,0,0.0,885
1434,0,-1,4974
3673,0,0.0,4197
2316,0,0.0,4196
3540,0,-1,4840
4042,0,-1,4913
2650,0,-1,3582
5293,0,0.0,52
2307,0,-1,764
5133,1,0.0,5045
779,0,-1,544
4427,0,-1,1793
5545,0,0.0,618
5149,0,-1,1954
5107,0,-1,1918
2598,0,-1,4938
2171,1,-1,1753
298,0,0.0,3049
3385,0,-1,4960
3911,0,-1,1992
323,0,-1,721
415,0,-1,756
4505,0,-1,4984
5177,1,-1,4830
5133,0,-1,43
1745,0,0.0,4194
2282,0,-1,935
5152,0,0.0,4185
5379,0,-1,766
747,0,-1,1131
3488,0,0.0,4641
1530,0,0.0,813
5150,0,-1,2024
2262,0,-1,3404
1739,0,-1,1133
1852,0,-1,225
2542,1,-1,2022
3967,0,-1,2030
2456,0,-1,1175
5110,0,-1,1954
270,0,-1,1623
3911,0,-1,1976
1158,0,0.0,4191
4870,0,0.0,3445
696,0,-1,733
5085,1,0.0,5057
2155,0,0.0,3030
4865,0,-1,1187
4292,0,-1,4414
3781,0,0.0,4641
283,0,0.0,4536
2302,0,-1,1189
3755,1,-1,3400
3893,1,-1,3584
1542,0,-1,1666
4874,0,-1,4607
4901,1,0.0,5057
2752,0,-1,4407
2576,0,-1,3580
1231,0,0.0,4190
4872,1,-1,5577
3612,0,-1,1463
5239,0,-1,191
2197,1,-1,1763
3843,0,-1,4934
3451,0,0.0,813
5225,0,-1,1757
2875,1,-1,1763
1102,0,-1,1461
4475,0,-1,1759
5196,0,0.0,961
315,0,-1,760
1450,0,-1,2002
1502,0,0.0,4185
164,0,-1,1747
4679,0,-1,1623
2480,0,-1,3512
3486,0,-1,2014
594,0,-1,1715
3866,0,-1,1463
1744,0,0.0,3020
5423,0,-1,3566
4705,0,-1,5681
2291,0,-1,4962
4817,1,-1,4972
4005,0,-1,2042
3883,0,-1,4950
2752,0,-1,225
5700,0,0.0,3039
1502,0,-1,3588
2242,0,-1,1189
